utm_source,utm_medium,utm_campaign,utm_content,visit_date,UV,purchase_1d,purchase_3d,purchase_7d,cvr_1d,cvr_3d,cvr_7d,결제금액_1d,결제품목_1d,결제금액_3d,결제품목_3d,결제금액_7d,결제품목_7d,결제금액_total_1d,결제품목_total_1d,purchase_total_1d,결제금액_total_3d,결제품목_total_3d,purchase_total_3d,결제금액_total_7d,결제품목_total_7d,purchase_total_7d,UV_total,날짜_dt
kakao,text,chatroom,menu_brand,2025-07-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-07-20
instagram,text,profile,littly_sns,2025-07-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,27,2025-07-20
youtube,video,influencer,kimjebeop,2025-07-19,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-07-19
kakao,text,kakaofeed,250528_4,2025-07-19,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-07-19
kakao,text,chatroom,menu_kyungokgo,2025-07-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-07-19
localplay,free,chuseok,ohnew,2025-07-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-07-19
kakao,text,kakaofeed,240430_1,2025-07-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1814000,-,0,3479000,-,0,4034000,-,0,68,2025-07-19
kakao,text,kakaofeed,feb_wk4_02,2025-07-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,198,2025-07-19
kakao,text,kakaofeed,250528_2,2025-07-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3270000,-,1,3270000,-,1,3270000,-,1,39,2025-07-19
youtube,video,influencer,joetube,2025-07-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-19
youtube,video,influencer,joetube,2025-07-18,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-18
kakao,text,kakaofeed,feb_wk4_02,2025-07-18,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,198,2025-07-18
kakao,text,welcomemsg,homepage,2025-07-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-18
kakao,text,chatroom,menu_gongjindan,2025-07-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-07-18
youtube,video,influencer,sunjamom,2025-07-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-18
blog,text,ad,keyword6,2025-07-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1092000,-,0,1962000,-,0,1962000,-,0,206,2025-07-18
kakao,text,kakaofeed,feb_wk4_02,2025-07-17,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,198,2025-07-17
youtube,video,influencer,joetube,2025-07-17,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-17
youtube,video,influencer,sunjamom,2025-07-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-17
kakao,text,chatroom,menu_kyungokgo,2025-07-17,1,0,0,0,0.0,0.0,0.0,185000,녹용경옥고 (1),185000,녹용경옥고 (1),185000,녹용경옥고 (1),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-07-17
youtube,video,influencer,kimjebeop,2025-07-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-07-17
kakao,text,kakaofeed,250528_4,2025-07-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-07-17
kakao,text,kakaofeed,240512,2025-07-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3504000,-,1,4843000,-,2,6886000,-,4,117,2025-07-17
youtube,video,influencer,joetube,2025-07-16,4,0,0,0,0.0,0.0,0.0,0,-,301000,사향공진단 라이트 (2),301000,사향공진단 라이트 (2),76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-16
youtube,video,influencer,kimjebeop,2025-07-16,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-07-16
teampower,free,chuseok,20,2025-07-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,360,2025-07-16
kakao,text,kakaofeed,250528_4,2025-07-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-07-16
kakao,text,chatroom,menu_gongjindan,2025-07-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-07-16
kakao,text,chatroom,menu_brand,2025-07-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-07-16
kakao,text,welcomemsg,homepage,2025-07-15,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-15
kakao,text,chatroom,menu_brand,2025-07-15,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-07-15
youtube,video,influencer,joetube,2025-07-15,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-15
localplay,free,chuseok,ohnew,2025-07-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-07-15
kakao,text,chatroom,menu_kyungokgo,2025-07-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-07-15
youtube,video,influencer,kimjebeop,2025-07-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-07-15
456845,836983,5678,keyword5,2025-07-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,493000,-,0,493000,-,0,493000,-,0,66,2025-07-15
kakao,text,kakaofeed,feb_wk4_02,2025-07-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,198,2025-07-15
kakao,text,kakaofeed,250528_2,2025-07-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3270000,-,1,3270000,-,1,3270000,-,1,39,2025-07-15
kakao,text,kakaofeed,250528_1,2025-07-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-07-15
youtube,video,influencer,joetube,2025-07-14,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-14
teampower,free,chuseok,6,2025-07-14,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,232,2025-07-14
kakao,text,welcomemsg,homepage,2025-07-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-14
kakao,text,chatroom,menu_kyungokgo,2025-07-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-07-14
teampower,free,chuseok,2,2025-07-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,80,2025-07-14
kakao,text,kakaofeed,250528_4,2025-07-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-07-14
kakao,text,kakaofeed,feb_wk4_02,2025-07-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,198,2025-07-14
localplay,free,chuseok,playnii,2025-07-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,296000,-,2,296000,-,2,296000,-,2,66,2025-07-14
youtube,video,influencer,kimjebeop,2025-07-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-07-14
kakao,text,kakaofeed,jan_wk3,2025-07-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,9812000,-,4,11096000,-,4,11244000,-,4,182,2025-07-14
youtube,video,influencer,sunjamom,2025-07-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-13
youtube,video,influencer,kimjebeop,2025-07-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-07-13
youtube,video,influencer,joetube,2025-07-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-13
kakao,text,welcomemsg,homepage,2025-07-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-13
kakao,text,chatroom,menu_brand,2025-07-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-07-13
kakao,text,chatroom,menu_gongjindan,2025-07-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-07-13
youtube,video,influencer,sunjamom,2025-07-12,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-12
kakao,text,welcomemsg,homepage,2025-07-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-12
youtube,video,influencer,joetube,2025-07-11,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-11
kakao,text,welcomemsg,homepage,2025-07-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-11
kakao,text,chatroom,menu_brand,2025-07-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-07-11
youtube,video,influencer,kimjebeop,2025-07-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-07-11
youtube,video,influencer,joetube,2025-07-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-10
kakao,text,chatroom,menu_gongjindan,2025-07-10,2,0,0,0,0.0,0.0,0.0,185000,녹용공진단 (1),185000,녹용공진단 (1),370000,"녹용공진단 (1), 녹용경옥고 (1)",30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-07-10
kakao,text,kakaofeed,240430_1,2025-07-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1814000,-,0,3479000,-,0,4034000,-,0,68,2025-07-10
localplay,free,chuseok,dongmyungdang,2025-07-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,7,2025-07-10
kakao,text,kakaofeed,nov_week1,2025-07-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,70,2025-07-10
kakao,text,welcomemsg,homepage,2025-07-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-10
kakao,text,kakaofeed,240424,2025-07-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2727000,-,0,3503000,-,1,3503000,-,1,268,2025-07-10
kakao,text,welcomemsg,homepage,2025-07-09,4,0,0,0,0.0,0.0,0.0,610000,"사향공진단 라이트 (1), 경옥고 (1)",610000,"사향공진단 라이트 (1), 경옥고 (1)",610000,"사향공진단 라이트 (1), 경옥고 (1)",34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-09
youtube,video,influencer,joetube,2025-07-09,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-09
kakao,text,chatroom,menu_gongjindan,2025-07-09,2,0,0,0,0.0,0.0,0.0,300000,사향공진단 라이트 (1),300000,사향공진단 라이트 (1),300000,사향공진단 라이트 (1),30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-07-09
youtube,video,influencer,sunjamom,2025-07-09,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-09
localplay,free,chuseok,ohnew,2025-07-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-07-09
kakao,text,chatroom,menu_brand,2025-07-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-07-09
youtube,video,influencer,joetube,2025-07-08,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-08
kakao,text,welcomemsg,homepage,2025-07-08,3,0,0,0,0.0,0.0,0.0,310000,경옥고 (1),310000,경옥고 (1),310000,경옥고 (1),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-08
youtube,video,influencer,sunjamom,2025-07-08,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-08
kakao,text,chatroom,menu_gongjindan,2025-07-08,2,0,0,0,0.0,0.0,0.0,648000,원방공진단 (3),648000,원방공진단 (3),648000,원방공진단 (3),30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-07-08
teampower,free,chuseok,102,2025-07-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,30,2025-07-08
kakao,text,chatroom,menu_brand,2025-07-08,1,0,0,0,0.0,0.0,0.0,310000,경옥고 (1),310000,경옥고 (1),310000,경옥고 (1),12145000,-,3,13190000,-,3,15732000,-,4,490,2025-07-08
youtube,video,influencer,joetube,2025-07-07,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-07
kakao,text,welcomemsg,homepage,2025-07-07,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-07
kakao,text,kakaofeed,250528_1,2025-07-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-07-07
kakao,text,chatroom,menu_brand,2025-07-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-07-07
kakao,text,kakaofeed,250528_4,2025-07-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-07-07
youtube,video,influencer,joetube,2025-07-06,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-06
kakao,text,kakaofeed,250528_4,2025-07-06,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-07-06
kakao,text,kakaofeed,250528_2,2025-07-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3270000,-,1,3270000,-,1,3270000,-,1,39,2025-07-06
blog,text,ad,keyword6,2025-07-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1092000,-,0,1962000,-,0,1962000,-,0,206,2025-07-06
kakao,text,chatroom,menu_kyungokgo,2025-07-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-07-06
youtube,video,influencer,sunjamom,2025-07-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-06
youtube,video,influencer,joetube,2025-07-05,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-05
kakao,text,welcomemsg,homepage,2025-07-05,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-05
blog,text,ad,keyword2,2025-07-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,105,2025-07-05
youtube,video,influencer,sunjamom,2025-07-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-05
youtube,video,influencer,joetube,2025-07-04,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-04
kakao,text,welcomemsg,homepage,2025-07-04,2,0,0,1,0.0,0.0,50.0,0,-,0,-,186000,녹용공진단 (2),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-04
kakao,text,kakaofeed,240512,2025-07-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3504000,-,1,4843000,-,2,6886000,-,4,117,2025-07-04
kakao,text,kakaofeed,250528_1,2025-07-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-07-04
localplay,free,chuseok,playnii,2025-07-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,296000,-,2,296000,-,2,296000,-,2,66,2025-07-04
localplay,free,chuseok,ohnew,2025-07-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-07-04
kakao,text,chatroom,menu_gongjindan,2025-07-03,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-07-03
kakao,text,chatroom,menu_kyungokgo,2025-07-03,1,0,0,0,0.0,0.0,0.0,185000,녹용경옥고 (1),185000,녹용경옥고 (1),185000,녹용경옥고 (1),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-07-03
youtube,video,influencer,joetube,2025-07-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-03
kakao,text,chatroom,menu_kyungokgo,2025-07-02,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-07-02
kakao,text,chatroom,menu_brand,2025-07-02,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-07-02
youtube,video,influencer,joetube,2025-07-02,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-02
kakao,text,welcomemsg,homepage,2025-07-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-02
youtube,video,influencer,sunjamom,2025-07-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-02
kakao,text,chatroom,menu_gongjindan,2025-07-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-07-02
youtube,video,influencer,joetube,2025-07-01,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-07-01
kakao,text,chatroom,menu_gongjindan,2025-07-01,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-07-01
youtube,video,influencer,kimjebeop,2025-07-01,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-07-01
youtube,video,influencer,sunjamom,2025-07-01,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-07-01
kakao,text,welcomemsg,homepage,2025-07-01,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-07-01
youtube,video,influencer,joetube,2025-06-30,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-30
kakao,text,chatroom,menu_gongjindan,2025-06-30,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-30
youtube,video,influencer,kimjebeop,2025-06-30,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-30
localplay,free,chuseok,ngheojune,2025-06-30,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,512000,-,1,512000,-,1,512000,-,1,38,2025-06-30
kakao,text,chatroom,menu_kyungokgo,2025-06-30,1,0,0,0,0.0,0.0,0.0,148000,녹용경옥고 (1),148000,녹용경옥고 (1),148000,녹용경옥고 (1),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-30
localplay,free,chuseok,ohnew,2025-06-30,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-06-30
kakao,text,welcomemsg,homepage,2025-06-29,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-29
kakao,text,chatroom,menu_kyungokgo,2025-06-29,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-29
localplay,free,chuseok,peacehani,2025-06-29,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,27,2025-06-29
youtube,video,influencer,sunjamom,2025-06-29,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-29
youtube,video,influencer,sunjamom,2025-06-28,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-28
teampower,free,chuseok,2,2025-06-28,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,80,2025-06-28
kakao,text,welcomemsg,homepage,2025-06-28,2,0,0,0,0.0,0.0,0.0,0,-,148000,녹용경옥고 (1),148000,녹용경옥고 (1),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-28
youtube,video,influencer,joetube,2025-06-28,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-28
youtube,video,influencer,joetube,2025-06-27,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-27
instagram,text,profile,littly_sns,2025-06-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,27,2025-06-27
youtube,video,influencer,sunjamom,2025-06-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-27
kakao,text,chatroom,menu_brand,2025-06-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-27
kakao,text,chatroom,menu_kyungokgo,2025-06-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-27
kakao,text,kakaofeed,250528_4,2025-06-27,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-06-27
kakao,text,welcomemsg,homepage,2025-06-26,3,0,0,0,0.0,0.0,0.0,937000,"원방공진단 (2), 녹용경옥고 (1)",937000,"원방공진단 (2), 녹용경옥고 (1)",937000,"원방공진단 (2), 녹용경옥고 (1)",34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-26
kakao,text,chatroom,menu_brand,2025-06-26,2,0,0,0,0.0,0.0,0.0,296000,녹용경옥고 (1),296000,녹용경옥고 (1),296000,녹용경옥고 (1),12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-26
kakao,text,chatroom,menu_gongjindan,2025-06-26,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-26
localplay,free,chuseok,ohnew,2025-06-26,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-06-26
kakao,text,chatroom,menu_kyungokgo,2025-06-26,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-26
youtube,video,influencer,joetube,2025-06-25,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-25
kakao,text,chatroom,menu_gongjindan,2025-06-25,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-25
kakao,text,chatroom,menu_brand,2025-06-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-25
youtube,video,influencer,sunjamom,2025-06-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-25
localplay,free,chuseok,khzaran,2025-06-25,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,70,2025-06-25
youtube,video,influencer,joetube,2025-06-24,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-24
kakao,text,kakaofeed,feb_wk4_02,2025-06-24,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,198,2025-06-24
teampower,free,chuseok,6,2025-06-24,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,232,2025-06-24
