utm_source,utm_medium,utm_campaign,utm_content,visit_date,UV,purchase_1d,purchase_3d,purchase_7d,cvr_1d,cvr_3d,cvr_7d,결제금액_1d,결제품목_1d,결제금액_3d,결제품목_3d,결제금액_7d,결제품목_7d,결제금액_total_1d,결제품목_total_1d,purchase_total_1d,결제금액_total_3d,결제품목_total_3d,purchase_total_3d,결제금액_total_7d,결제품목_total_7d,purchase_total_7d,UV_total,날짜_dt
meta,image,catalogue01,product,2025-01-14,1,0,0,0,0.0,0.0,0.0,684000,사향공진단 (2),684000,사향공진단 (2),684000,사향공진단 (2),684000,-,0,684000,-,0,684000,-,0,24482,2025-01-14
localplay,free,chuseok,dongwon,2025-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,276,2025-01-14
kakao,text,kakaofeed,dec_week5_image,2025-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3204000,-,0,4656000,-,0,5896000,-,0,211,2025-01-14
teampower,free,chuseok,20,2025-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,360,2025-01-14
teampower,free,chuseok,65,2025-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,555000,-,0,555000,-,0,555000,-,0,84,2025-01-14
blog,text,ad,keyword2,2025-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,105,2025-01-14
kakao,text,kakaofeed,jan_wk1_1,2025-01-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,684000,-,0,924000,-,1,121,2025-01-14
youtube,video,influencer,joetube,2025-01-13,7974,0,0,0,0.0,0.0,0.0,9107000,"사향공진단 (6), 녹용공진단 (5), 사향공진단 라이트 (4), 원방공진단 (4), 경옥고 (3), 침향공진단 (2), 녹용경옥고 (1)",9805000,"사향공진단 (8), 녹용공진단 (5), 사향공진단 라이트 (4), 원방공진단 (4), 경옥고 (3), 침향공진단 (2), 녹용경옥고 (1)",12546000,"사향공진단 (13), 녹용공진단 (5), 경옥고 (5), 사향공진단 라이트 (4), 원방공진단 (4), 녹용경옥고 (2), 침향공진단 (2)",76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-13
youtube,video,influencer,sunjamom,2025-01-13,187,0,1,1,0.0,0.53,0.53,418000,"사향공진단 라이트 (2), 침향공진단 (2)",912000,"사향공진단 라이트 (6), 침향공진단 (2)",1495000,"사향공진단 라이트 (6), 침향공진단 (2), 녹용공진단 + 녹용경옥고 4박스 (2)",6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-01-13
kakao,text,kakaofeed,jan_wk2,2025-01-13,125,0,0,0,0.0,0.0,0.0,1048000,"녹용공진단 + 녹용경옥고 4박스 (2), 경옥고 (1)",1048000,"녹용공진단 + 녹용경옥고 4박스 (2), 경옥고 (1)",1048000,"녹용공진단 + 녹용경옥고 4박스 (2), 경옥고 (1)",1631000,-,0,1631000,-,0,2186000,-,0,169,2025-01-13
kakao,text,chatroom,menu_kyungokgo,2025-01-13,13,0,0,0,0.0,0.0,0.0,155000,녹용공진단 (2),155000,녹용공진단 (2),155000,녹용공진단 (2),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-01-13
kakao,text,welcomemsg,homepage,2025-01-13,12,0,0,0,0.0,0.0,0.0,562000,녹용공진단 (2),562000,녹용공진단 (2),562000,녹용공진단 (2),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-13
teampower,free,chuseok,6,2025-01-13,9,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,232,2025-01-13
kakao,text,chatroom,menu_gongjindan,2025-01-13,9,0,0,0,0.0,0.0,0.0,155000,녹용공진단 (2),155000,녹용공진단 (2),1525000,"사향공진단 라이트 (2), 녹용공진단 (2)",30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-13
kakao,text,chatroom,menu_brand,2025-01-13,8,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-13
kakao,text,kakaofeed,jan_wk1_1,2025-01-13,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,684000,-,0,924000,-,1,121,2025-01-13
kakao,text,kakaofeed,jan_wk1_2,2025-01-13,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,52,2025-01-13
kakao,text,kakaofeed,jan_wk1_3,2025-01-13,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,39,2025-01-13
kakao,text,kakaofeed,dec_week5_image,2025-01-13,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3204000,-,0,4656000,-,0,5896000,-,0,211,2025-01-13
teampower,free,chuseok,131,2025-01-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,850000,-,0,5005000,-,0,12255000,-,2,229,2025-01-13
blog,text,owned,protein_guide,2025-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2025-01-13
localplay,free,chuseok,ohnew,2025-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-01-13
blog,text,ad,keyword2,2025-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,105,2025-01-13
blog,text,ad,keyword6,2025-01-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1092000,-,0,1962000,-,0,1962000,-,0,206,2025-01-13
youtube,video,influencer,sunjamom,2025-01-12,278,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-01-12
youtube,video,influencer,joetube,2025-01-12,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-12
kakao,text,chatroom,menu_gongjindan,2025-01-12,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-12
kakao,text,chatroom,menu_kyungokgo,2025-01-12,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-01-12
kakao,text,kakaofeed,jan_wk1_1,2025-01-12,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,684000,-,0,924000,-,1,121,2025-01-12
teampower,free,chuseok,6,2025-01-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,232,2025-01-12
kakao,text,welcomemsg,homepage,2025-01-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-12
kakao,text,chatroom,menu_brand,2025-01-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-12
blog,text,ad,keyword6,2025-01-12,1,0,0,0,0.0,0.0,0.0,342000,사향공진단 (1),342000,사향공진단 (1),342000,사향공진단 (1),1092000,-,0,1962000,-,0,1962000,-,0,206,2025-01-12
blog,text,ad,keyword2,2025-01-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,105,2025-01-12
youtube,video,influencer,sunjamom,2025-01-11,430,0,0,0,0.0,0.0,0.0,707000,"경옥고 (2), 녹용공진단 (2)",707000,"경옥고 (2), 녹용공진단 (2)",707000,"경옥고 (2), 녹용공진단 (2)",6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-01-11
kakao,text,welcomemsg,homepage,2025-01-11,6,0,0,0,0.0,0.0,0.0,900000,사향공진단 라이트 (1),900000,사향공진단 라이트 (1),900000,사향공진단 라이트 (1),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-11
youtube,video,influencer,joetube,2025-01-11,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-11
kakao,text,chatroom,menu_gongjindan,2025-01-11,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-11
kakao,text,chatroom,menu_kyungokgo,2025-01-11,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-01-11
kakao,text,chatroom,menu_brand,2025-01-11,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-11
kakao,text,kakaofeed,jan_wk1_1,2025-01-11,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,684000,-,0,924000,-,1,121,2025-01-11
kakao,text,kakaofeed,jan_wk1_2,2025-01-11,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,52,2025-01-11
blog,text,owned,trump,2025-01-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2025-01-11
kakao,text,kakaofeed,dec_week2_u,2025-01-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,27,2025-01-11
youtube,video,influencer,sunjamom,2025-01-10,910,0,0,1,0.0,0.0,0.11,171000,침향공진단 (2),171000,침향공진단 (2),1083000,"사향공진단 라이트 (6), 침향공진단 (4)",6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-01-10
youtube,video,influencer,joetube,2025-01-10,9,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-10
kakao,text,chatroom,menu_brand,2025-01-10,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-10
kakao,text,chatroom,menu_kyungokgo,2025-01-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,465000,경옥고 (1),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-01-10
teampower,free,chuseok,6,2025-01-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,232,2025-01-10
youtube,video,influencer,kimjebeop,2025-01-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-01-10
blog,text,ad,keyword6,2025-01-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1092000,-,0,1962000,-,0,1962000,-,0,206,2025-01-10
kakao,text,kakaofeed,jan_wk2,2025-01-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1631000,-,0,1631000,-,0,2186000,-,0,169,2025-01-10
kakao,text,chatroom,menu_gongjindan,2025-01-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-10
teampower,free,chuseok,131,2025-01-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,850000,-,0,5005000,-,0,12255000,-,2,229,2025-01-10
kakao,text,welcomemsg,homepage,2025-01-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-10
youtube,video,influencer,sunjamom,2025-01-09,3990,0,0,0,0.0,0.0,0.0,569000,녹용공진단 (2),700000,"경옥고 (2), 녹용공진단 (2)",700000,"경옥고 (2), 녹용공진단 (2)",6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-01-09
teampower,free,chuseok,6,2025-01-09,6,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,232,2025-01-09
youtube,video,influencer,joetube,2025-01-09,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-09
kakao,text,chatroom,menu_brand,2025-01-09,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-09
kakao,text,welcomemsg,homepage,2025-01-09,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-09
kakao,text,kakaofeed,jan_wk1_1,2025-01-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,684000,-,0,924000,-,1,121,2025-01-09
blog,text,ad,keyword6,2025-01-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1092000,-,0,1962000,-,0,1962000,-,0,206,2025-01-09
localplay,free,chuseok,ohnew,2025-01-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-01-09
teampower,free,chuseok,131,2025-01-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,850000,-,0,5005000,-,0,12255000,-,2,229,2025-01-09
kakao,text,kakaofeed,dec_week5_image,2025-01-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3204000,-,0,4656000,-,0,5896000,-,0,211,2025-01-09
kakao,text,kakaofeed,jan_wk1_1,2025-01-08,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,684000,-,0,924000,-,1,121,2025-01-08
kakao,text,kakaofeed,dec_week5_image,2025-01-08,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3204000,-,0,4656000,-,0,5896000,-,0,211,2025-01-08
kakao,text,chatroom,menu_brand,2025-01-08,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-08
kakao,text,kakaofeed,jan_wk1_2,2025-01-08,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,52,2025-01-08
youtube,video,influencer,joetube,2025-01-08,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-08
kakao,text,kakaofeed,jan_wk1_3,2025-01-08,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,39,2025-01-08
kakao,text,welcomemsg,homepage,2025-01-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-08
kakao,text,chatroom,menu_kyungokgo,2025-01-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-01-08
youtube,video,influencer,sunjamom,2025-01-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-01-08
youtube,video,influencer,jojaewon,2025-01-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,148000,-,0,148000,-,0,148000,-,0,1624,2025-01-08
instagram,text,profile,littly_link02,2025-01-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,30,2025-01-08
localplay,free,chuseok,dongwon,2025-01-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,276,2025-01-08
kakao,text,kakaofeed,jan_wk1_1,2025-01-07,9,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,684000,-,0,924000,-,1,121,2025-01-07
kakao,text,kakaofeed,jan_wk1_3,2025-01-07,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,39,2025-01-07
kakao,text,chatroom,menu_brand,2025-01-07,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-07
kakao,text,chatroom,menu_kyungokgo,2025-01-07,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-01-07
kakao,text,chatroom,menu_gongjindan,2025-01-07,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-07
kakao,text,welcomemsg,homepage,2025-01-07,3,0,0,0,0.0,0.0,0.0,124000,경옥고 (1),124000,경옥고 (1),124000,경옥고 (1),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-07
kakao,text,kakaofeed,jan_wk1_2,2025-01-07,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,52,2025-01-07
localplay,free,chuseok,dongwon,2025-01-07,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,276,2025-01-07
youtube,video,traffic01,mainfull,2025-01-07,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,25494,2025-01-07
blog,text,ad,keyword6,2025-01-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1092000,-,0,1962000,-,0,1962000,-,0,206,2025-01-07
youtube,video,influencer,jojaewon,2025-01-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,148000,-,0,148000,-,0,148000,-,0,1624,2025-01-07
localplay,free,chuseok,clinic1120,2025-01-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,49,2025-01-07
localplay,free,chuseok,peacehani,2025-01-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,27,2025-01-07
localplay,free,chuseok,playnii,2025-01-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,296000,-,2,296000,-,2,296000,-,2,66,2025-01-07
youtube,video,influencer,joetube,2025-01-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-07
kakao,text,kakaofeed,jan_wk1_1,2025-01-06,86,0,0,1,0.0,0.0,1.16,0,-,684000,사향공진단 (1),924000,"사향공진단 (1), 사향공진단 라이트 (1)",0,-,0,684000,-,0,924000,-,1,121,2025-01-06
kakao,text,kakaofeed,jan_wk1_2,2025-01-06,33,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,52,2025-01-06
kakao,text,kakaofeed,jan_wk1_3,2025-01-06,25,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,39,2025-01-06
kakao,text,kakaofeed,dec_week5_image,2025-01-06,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3204000,-,0,4656000,-,0,5896000,-,0,211,2025-01-06
kakao,text,welcomemsg,homepage,2025-01-06,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-06
youtube,video,influencer,joetube,2025-01-06,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-06
kakao,text,chatroom,menu_gongjindan,2025-01-06,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-06
kakao,text,chatroom,menu_brand,2025-01-06,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-06
kakao,text,chatroom,menu_kyungokgo,2025-01-06,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-01-06
teampower,free,chuseok,24,2025-01-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,395000,-,0,543000,-,0,543000,-,0,135,2025-01-06
localplay,free,chuseok,dongjehani,2025-01-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,248000,-,2,372000,-,3,372000,-,3,21,2025-01-06
blog,text,ad,keyword2,2025-01-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,105,2025-01-06
kakao,text,kakaofeed,nov_week4,2025-01-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,30,2025-01-06
kakao,text,kakaofeed,nov_week3,2025-01-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,472000,-,0,472000,-,0,472000,-,0,86,2025-01-06
kakao,text,chatroom,menu_brand,2025-01-05,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-05
youtube,video,influencer,joetube,2025-01-05,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-05
teampower,free,chuseok,131,2025-01-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,850000,-,0,5005000,-,0,12255000,-,2,229,2025-01-05
localplay,free,chuseok,seodong,2025-01-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,40,2025-01-05
kakao,text,chatroom,menu_gongjindan,2025-01-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-05
kakao,text,welcomemsg,homepage,2025-01-04,2,0,0,0,0.0,0.0,0.0,1920000,원방공진단 (1),1920000,원방공진단 (1),1920000,원방공진단 (1),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-04
kakao,text,chatroom,menu_gongjindan,2025-01-04,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-04
youtube,video,influencer,joetube,2025-01-04,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-04
teampower,free,chuseok,6,2025-01-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,232,2025-01-04
kakao,text,kakaofeed,dec_week5_image,2025-01-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3204000,-,0,4656000,-,0,5896000,-,0,211,2025-01-04
teampower,free,chuseok,2,2025-01-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,80,2025-01-04
instagram,text,profile,littly_link01,2025-01-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,125,2025-01-04
kakao,text,kakaofeed,dec_week5_image,2025-01-03,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3204000,-,0,4656000,-,0,5896000,-,0,211,2025-01-03
kakao,text,welcomemsg,homepage,2025-01-03,3,0,0,0,0.0,0.0,0.0,0,-,1920000,원방공진단 (1),1920000,원방공진단 (1),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-03
kakao,text,chatroom,menu_gongjindan,2025-01-03,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-03
youtube,video,influencer,joetube,2025-01-03,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-03
kakao,text,kakaofeed,jan_wk1_3,2025-01-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,39,2025-01-03
kakao,text,kakaofeed,jan_wk1_2,2025-01-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,52,2025-01-03
kakao,text,kakaofeed,jan_wk1_1,2025-01-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,684000,-,0,924000,-,1,121,2025-01-03
youtube,video,influencer,kimjebeop,2025-01-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-01-03
kakao,text,chatroom,menu_brand,2025-01-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-03
youtube,video,influencer,sunjamom,2025-01-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-01-03
localplay,free,chuseok,onsaehani,2025-01-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,444000,-,3,592000,-,4,740000,-,5,25,2025-01-03
kakao,text,kakaofeed,dec_week5_image,2025-01-02,11,0,0,0,0.0,0.0,0.0,1240000,"사향공진단 라이트 (1), 녹용경옥고 (1)",1240000,"사향공진단 라이트 (1), 녹용경옥고 (1)",1240000,"사향공진단 라이트 (1), 녹용경옥고 (1)",3204000,-,0,4656000,-,0,5896000,-,0,211,2025-01-02
youtube,video,influencer,joetube,2025-01-02,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-02
kakao,text,chatroom,menu_gongjindan,2025-01-02,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-02
kakao,text,chatroom,menu_brand,2025-01-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-01-02
kakao,text,kakaofeed,jan_wk1_2,2025-01-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,52,2025-01-02
kakao,text,kakaofeed,jan_wk1_1,2025-01-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,684000,-,0,924000,-,1,121,2025-01-02
kakao,text,kakaofeed,jan_wk1_3,2025-01-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,39,2025-01-02
blog,text,owned,heart_disease,2025-01-02,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,1,2025-01-02
kakao,text,kakaofeed,dec_week5_image,2025-01-01,7,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3204000,-,0,4656000,-,0,5896000,-,0,211,2025-01-01
youtube,video,influencer,joetube,2025-01-01,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-01-01
kakao,text,chatroom,menu_kyungokgo,2025-01-01,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-01-01
teampower,free,chuseok,2,2025-01-01,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,80,2025-01-01
kakao,text,welcomemsg,homepage,2025-01-01,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-01-01
kakao,text,chatroom,menu_gongjindan,2025-01-01,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-01-01
localplay,free,chuseok,garden365clinic,2025-01-01,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,9,2025-01-01
